Muni_ID,ID,Muni,furrow,other_grav,aspersion,cannon,pivot,drip,microaspersion
1601,1111601,Arcos de Valdevez,7500,5000,6079,0,0,5319,5319
1602,1111602,Caminha,7500,5000,6079,0,0,5319,5319
1603,1111603,Melgaço,7500,5000,6079,0,0,5319,5319
1604,1111604,Monção,7500,5000,6079,0,0,5319,5319
1605,1111605,Paredes de Coura,7500,5000,6079,0,0,5319,5319
1606,1111606,Ponte da Barca,7500,5000,6079,0,0,5319,5319
1607,1111607,Ponte de Lima,7500,5000,6079,0,0,5319,5319
1608,1111608,Valença,7500,5000,6079,0,0,5319,5319
1609,1111609,Viana do Castelo,7500,5000,6079,0,0,5319,5319
1610,1111610,Vila Nova de Cerveira,7500,5000,6079,0,0,5319,5319
301,1120301,Amares,7500,5000,6079,0,0,5319,5319
302,1120302,Barcelos,7500,5000,6079,0,0,5319,5319
303,1120303,Braga,7500,5000,6079,0,0,5319,5319
306,1120306,Esposende,7500,5000,6079,0,0,5319,5319
310,1120310,Terras de Bouro,7500,5000,6079,0,0,5319,5319
313,1120313,Vila Verde,7500,5000,6079,0,0,5319,5319
307,1130307,Fafe,7500,5000,6079,0,0,5319,5319
308,1130308,Guimarães,7500,5000,6079,0,0,5319,5319
309,1130309,Póvoa de Lanhoso,7500,5000,6079,0,0,5319,5319
1314,1131314,Santo Tirso,7500,5000,6079,0,0,5319,5319
1318,1131318,Trofa,7500,5000,6079,0,0,5319,5319
311,1130311,Vieira do Minho,7500,5000,6079,0,0,5319,5319
312,1130312,Vila Nova de Famalicão,7500,5000,6079,0,0,5319,5319
314,1130314,Vizela,7500,5000,6079,0,0,5319,5319
107,1140107,Espinho,7500,5000,6079,0,0,5319,5319
1304,1141304,Gondomar,7500,5000,6079,0,0,5319,5319
1306,1141306,Maia,7500,5000,6079,0,0,5319,5319
1308,1141308,Matosinhos,7500,5000,6079,0,0,5319,5319
1312,1141312,Porto,7500,5000,6079,0,0,5319,5319
1313,1141313,Póvoa de Varzim,7500,5000,6079,0,0,5319,5319
1315,1141315,Valongo,7500,5000,6079,0,0,5319,5319
1316,1141316,Vila do Conde,7500,5000,6079,0,0,5319,5319
1317,1141317,Vila Nova de Gaia,7500,5000,6079,0,0,5319,5319
1301,1151301,Amarante,7500,5000,6079,0,0,5319,5319
1302,1151302,Baião,7500,5000,7946,0,0,6952,6952
304,1150304,Cabeceiras de Basto,7500,5000,6079,0,0,5319,5319
106,1150106,Castelo de Paiva,7500,5000,6079,0,0,5319,5319
305,1150305,Celorico de Basto,7500,5000,6079,0,0,5319,5319
1804,1151804,Cinfães,7500,5000,6079,0,0,5319,5319
1303,1151303,Felgueiras,7500,5000,6079,0,0,5319,5319
1305,1151305,Lousada,7500,5000,6079,0,0,5319,5319
1307,1151307,Marco de Canaveses,7500,5000,6079,0,0,5319,5319
1705,1151705,Mondim de Basto,7500,5000,6079,0,0,5319,5319
1309,1151309,Paços de Ferreira,7500,5000,6079,0,0,5319,5319
1310,1151310,Paredes,7500,5000,6079,0,0,5319,5319
1311,1151311,Penafiel,7500,5000,6079,0,0,5319,5319
1813,1151813,Resende,7500,5000,6079,0,0,5319,5319
1709,1151709,Ribeira de Pena,7500,5000,6079,0,0,5319,5319
104,1160104,Arouca,7500,5000,6079,0,0,5319,5319
113,1160113,Oliveira de Azeméis,7500,5000,6079,0,0,5319,5319
109,1160109,Santa Maria da Feira,7500,5000,6079,0,0,5319,5319
116,1160116,São João da Madeira,7500,5000,6079,0,0,5319,5319
119,1160119,Vale de Cambra,7500,5000,6079,0,0,5319,5319
1701,1171701,Alijó,7500,5000,7946,0,0,6952,6952
1801,1171801,Armamar,7500,5000,7946,0,0,6952,6952
403,1170403,Carrazeda de Ansiães,7500,5000,7946,0,0,6952,6952
404,1170404,Freixo de Espada à Cinta,7500,5000,7946,0,0,6952,6952
1805,1171805,Lamego,7500,5000,7946,0,0,6952,6952
1704,1171704,Mesão Frio,7500,5000,7946,0,0,6952,6952
1807,1171807,Moimenta da Beira,7500,5000,7946,0,0,6952,6952
1812,1171812,Penedono,7500,5000,7946,0,0,6952,6952
1708,1171708,Peso da Régua,7500,5000,7946,0,0,6952,6952
1710,1171710,Sabrosa,7500,5000,7946,0,0,6952,6952
1711,1171711,Santa Marta de Penaguião,7500,5000,7946,0,0,6952,6952
1815,1171815,São João da Pesqueira,7500,5000,7946,0,0,6952,6952
1818,1171818,Sernancelhe,7500,5000,7946,0,0,6952,6952
1819,1171819,Tabuaço,7500,5000,7946,0,0,6952,6952
1820,1171820,Tarouca,7500,5000,7946,0,0,6952,6952
409,1170409,Torre de Moncorvo,7500,5000,7946,0,0,6952,6952
410,1170410,Vila Flor,7500,5000,7946,0,0,6952,6952
914,1170914,Vila Nova de Foz Côa,7500,5000,7946,0,0,6952,6952
1714,1171714,Vila Real,7500,5000,7946,0,0,6952,6952
401,1180401,Alfândega da Fé,7500,5000,7946,0,0,6952,6952
1702,1181702,Boticas,7500,5000,7946,0,0,6952,6952
402,1180402,Bragança,7500,5000,7946,0,0,6952,6952
1703,1181703,Chaves,7500,5000,7946,0,0,6952,6952
405,1180405,Macedo de Cavaleiros,7500,5000,7946,0,0,6952,6952
406,1180406,Miranda do Douro,7500,5000,7946,0,0,6952,6952
407,1180407,Mirandela,7500,5000,7946,0,0,6952,6952
408,1180408,Mogadouro,7500,5000,7946,0,0,6952,6952
1706,1181706,Montalegre,7500,5000,7946,0,0,6952,6952
1707,1181707,Murça,7500,5000,7946,0,0,6952,6952
1712,1181712,Valpaços,7500,5000,7946,0,0,6952,6952
1713,1181713,Vila Pouca de Aguiar,7500,5000,7946,0,0,6952,6952
411,1180411,Vimioso,7500,5000,7946,0,0,6952,6952
412,1180412,Vinhais,7500,5000,7946,0,0,6952,6952
101,1610101,Águeda,7500,5000,8986,0,0,7862,7862
102,1610102,Albergaria-a-Velha,7500,5000,8986,0,0,7862,7862
103,1610103,Anadia,7500,5000,8986,0,0,7862,7862
105,1610105,Aveiro,7500,5000,8986,0,0,7862,7862
108,1610108,Estarreja,7500,5000,8986,0,0,7862,7862
110,1610110,Ílhavo,7500,5000,8986,0,0,7862,7862
111,1610111,Mealhada,7500,5000,8986,0,0,7862,7862
112,1610112,Murtosa,7500,5000,8986,0,0,7862,7862
114,1610114,Oliveira do Bairro,7500,5000,8986,0,0,7862,7862
115,1610115,Ovar,7500,5000,8986,0,0,7862,7862
117,1610117,Sever do Vouga,7500,5000,8986,0,0,7862,7862
118,1610118,Vagos,7500,5000,8986,0,0,7862,7862
602,1620602,Cantanhede,7500,5000,8986,0,0,7862,7862
603,1620603,Coimbra,7500,5000,8986,0,0,7862,7862
604,1620604,Condeixa-a-Nova,7500,5000,8986,0,0,7862,7862
605,1620605,Figueira da Foz,7500,5000,8986,0,0,7862,7862
608,1620608,Mira,7500,5000,6079,0,0,5319,5319
610,1620610,Montemor-o-Velho,7500,5000,6079,0,0,5319,5319
