Muni_ID,ID,Muni,furrow,other_grav,aspersion,cannon,pivot,drip,microaspersion
1601,1111601,Arcos de Valdevez,7000,10000,1104,1104,1031,966.2017105,0
1602,1111602,Caminha,7000,10000,1104,1104,1031,966.2017105,0
1603,1111603,Melgaço,7000,10000,1104,1104,1031,966.2017105,0
1604,1111604,Monção,7000,10000,1104,1104,1031,966.2017105,0
1605,1111605,Paredes de Coura,7000,10000,1104,1104,1031,966.2017105,0
1606,1111606,Ponte da Barca,7000,10000,1104,1104,1031,966.2017105,0
1607,1111607,Ponte de Lima,7000,10000,1104,1104,1031,966.2017105,0
1608,1111608,Valença,7000,10000,1104,1104,1031,966.2017105,0
1609,1111609,Viana do Castelo,7000,10000,1104,1104,1031,966.2017105,0
1610,1111610,Vila Nova de Cerveira,7000,10000,1104,1104,1031,966.2017105,0
301,1120301,Amares,7000,10000,1104,1104,1031,966.2017105,0
302,1120302,Barcelos,7000,10000,1104,1104,1031,966.2017105,0
303,1120303,Braga,7000,10000,1104,1104,1031,966.2017105,0
306,1120306,Esposende,7000,10000,1104,1104,1031,966.2017105,0
310,1120310,Terras de Bouro,7000,10000,1104,1104,1031,966.2017105,0
313,1120313,Vila Verde,7000,10000,1104,1104,1031,966.2017105,0
307,1130307,Fafe,7000,10000,1104,1104,1031,966.2017105,0
308,1130308,Guimarães,7000,10000,1104,1104,1031,966.2017105,0
309,1130309,Póvoa de Lanhoso,7000,10000,1104,1104,1031,966.2017105,0
1314,1131314,Santo Tirso,7000,10000,1104,1104,1031,966.2017105,0
1318,1131318,Trofa,7000,10000,1104,1104,1031,966.2017105,0
311,1130311,Vieira do Minho,7000,10000,1104,1104,1031,966.2017105,0
312,1130312,Vila Nova de Famalicão,7000,10000,1104,1104,1031,966.2017105,0
314,1130314,Vizela,7000,10000,1104,1104,1031,966.2017105,0
107,1140107,Espinho,7000,10000,1104,1104,1031,966.2017105,0
1304,1141304,Gondomar,7000,10000,1104,1104,1031,966.2017105,0
1306,1141306,Maia,7000,10000,1104,1104,1031,966.2017105,0
1308,1141308,Matosinhos,7000,10000,1104,1104,1031,966.2017105,0
1312,1141312,Porto,7000,10000,1104,1104,1031,966.2017105,0
1313,1141313,Póvoa de Varzim,7000,10000,1104,1104,1031,966.2017105,0
1315,1141315,Valongo,7000,10000,1104,1104,1031,966.2017105,0
1316,1141316,Vila do Conde,7000,10000,1104,1104,1031,966.2017105,0
1317,1141317,Vila Nova de Gaia,7000,10000,1104,1104,1031,966.2017105,0
1301,1151301,Amarante,7000,10000,1104,1104,1031,966.2017105,0
1302,1151302,Baião,7000,10000,2311,2311,2157,2022,0
304,1150304,Cabeceiras de Basto,7000,10000,1104,1104,1031,966.2017105,0
106,1150106,Castelo de Paiva,7000,10000,1104,1104,1031,966.2017105,0
305,1150305,Celorico de Basto,7000,10000,1104,1104,1031,966.2017105,0
1804,1151804,Cinfães,7000,10000,1104,1104,1031,966.2017105,0
1303,1151303,Felgueiras,7000,10000,1104,1104,1031,966.2017105,0
1305,1151305,Lousada,7000,10000,1104,1104,1031,966.2017105,0
1307,1151307,Marco de Canaveses,7000,10000,1104,1104,1031,966.2017105,0
1705,1151705,Mondim de Basto,7000,10000,1104,1104,1031,966.2017105,0
1309,1151309,Paços de Ferreira,7000,10000,1104,1104,1031,966.2017105,0
1310,1151310,Paredes,7000,10000,1104,1104,1031,966.2017105,0
1311,1151311,Penafiel,7000,10000,1104,1104,1031,966.2017105,0
1813,1151813,Resende,7000,10000,1104,1104,1031,966.2017105,0
1709,1151709,Ribeira de Pena,7000,10000,1104,1104,1031,966.2017105,0
104,1160104,Arouca,7000,10000,1104,1104,1031,966.2017105,0
113,1160113,Oliveira de Azeméis,7000,10000,1104,1104,1031,966.2017105,0
109,1160109,Santa Maria da Feira,7000,10000,1104,1104,1031,966.2017105,0
116,1160116,São João da Madeira,7000,10000,1104,1104,1031,966.2017105,0
119,1160119,Vale de Cambra,7000,10000,1104,1104,1031,966.2017105,0
1701,1171701,Alijó,7000,10000,2311,2311,2157,2022,0
1801,1171801,Armamar,7000,10000,2311,2311,2157,2022,0
403,1170403,Carrazeda de Ansiães,7000,10000,2311,2311,2157,2022,0
404,1170404,Freixo de Espada à Cinta,7000,10000,2311,2311,2157,2022,0
1805,1171805,Lamego,7000,10000,2311,2311,2157,2022,0
1704,1171704,Mesão Frio,7000,10000,2311,2311,2157,2022,0
1807,1171807,Moimenta da Beira,7000,10000,2311,2311,2157,2022,0
1812,1171812,Penedono,7000,10000,2311,2311,2157,2022,0
1708,1171708,Peso da Régua,7000,10000,2311,2311,2157,2022,0
