"Muni_ID","ID","Muni","furrow","other_grav","aspersion","cannon","pivot","drip","microaspersion"
1601,"1111601","Arcos de Valdevez",7500,5000,0,0,0,5390,5390
1602,"1111602","Caminha",7500,5000,0,0,0,5390,5390
1603,"1111603","Melgaço",7500,5000,0,0,0,5390,5390
1604,"1111604","Monção",7500,5000,0,0,0,5390,5390
1605,"1111605","Paredes de Coura",7500,5000,0,0,0,5390,5390
1606,"1111606","Ponte da Barca",7500,5000,0,0,0,5390,5390
1607,"1111607","Ponte de Lima",7500,5000,0,0,0,5390,5390
1608,"1111608","Valença",7500,5000,0,0,0,5390,5390
1609,"1111609","Viana do Castelo",7500,5000,0,0,0,5390,5390
1610,"1111610","Vila Nova de Cerveira",7500,5000,0,0,0,5390,5390
301,"1120301","Amares",7500,5000,0,0,0,5390,5390
302,"1120302","Barcelos",7500,5000,0,0,0,5390,5390
303,"1120303","Braga",7500,5000,0,0,0,5390,5390
306,"1120306","Esposende",7500,5000,0,0,0,5390,5390
310,"1120310","Terras de Bouro",7500,5000,0,0,0,5390,5390
313,"1120313","Vila Verde",7500,5000,0,0,0,5390,5390
307,"1130307","Fafe",7500,5000,0,0,0,5390,5390
308,"1130308","Guimarães",7500,5000,0,0,0,5390,5390
309,"1130309","Póvoa de Lanhoso",7500,5000,0,0,0,5390,5390
1314,"1131314","Santo Tirso",7500,5000,0,0,0,5390,5390
1318,"1131318","Trofa",7500,5000,0,0,0,5390,5390
311,"1130311","Vieira do Minho",7500,5000,0,0,0,5390,5390
312,"1130312","Vila Nova de Famalicão",7500,5000,0,0,0,5390,5390
314,"1130314","Vizela",7500,5000,0,0,0,5390,5390
107,"1140107","Espinho",7500,5000,0,0,0,5390,5390
1304,"1141304","Gondomar",7500,5000,0,0,0,5390,5390
1306,"1141306","Maia",7500,5000,0,0,0,5390,5390
1308,"1141308","Matosinhos",7500,5000,0,0,0,5390,5390
1312,"1141312","Porto",7500,5000,0,0,0,5390,5390
1313,"1141313","Póvoa de Varzim",7500,5000,0,0,0,5390,5390
1315,"1141315","Valongo",7500,5000,0,0,0,5390,5390
1316,"1141316","Vila do Conde",7500,5000,0,0,0,5390,5390
1317,"1141317","Vila Nova de Gaia",7500,5000,0,0,0,5390,5390
1301,"1151301","Amarante",7500,5000,0,0,0,5390,5390
1302,"1151302","Baião",7500,5000,0,0,0,7244,7244
304,"1150304","Cabeceiras de Basto",7500,5000,0,0,0,5390,5390
106,"1150106","Castelo de Paiva",7500,5000,0,0,0,5390,5390
305,"1150305","Celorico de Basto",7500,5000,0,0,0,5390,5390
1804,"1151804","Cinfães",7500,5000,0,0,0,5390,5390
1303,"1151303","Felgueiras",7500,5000,0,0,0,5390,5390
1305,"1151305","Lousada",7500,5000,0,0,0,5390,5390
1307,"1151307","Marco de Canaveses",7500,5000,0,0,0,5390,5390
1705,"1151705","Mondim de Basto",7500,5000,0,0,0,5390,5390
1309,"1151309","Paços de Ferreira",7500,5000,0,0,0,5390,5390
1310,"1151310","Paredes",7500,5000,0,0,0,5390,5390
1311,"1151311","Penafiel",7500,5000,0,0,0,5390,5390
1813,"1151813","Resende",7500,5000,0,0,0,5390,5390
1709,"1151709","Ribeira de Pena",7500,5000,0,0,0,5390,5390
104,"1160104","Arouca",7500,5000,0,0,0,5390,5390
113,"1160113","Oliveira de Azeméis",7500,5000,0,0,0,5390,5390
109,"1160109","Santa Maria da Feira",7500,5000,0,0,0,5390,5390
116,"1160116","São João da Madeira",7500,5000,0,0,0,5390,5390
119,"1160119","Vale de Cambra",7500,5000,0,0,0,5390,5390
1701,"1171701","Alijó",7500,5000,0,0,0,7244,7244
1801,"1171801","Armamar",7500,5000,0,0,0,7244,7244
403,"1170403","Carrazeda de Ansiães",7500,5000,0,0,0,7244,7244
404,"1170404","Freixo de Espada à Cinta",7500,5000,0,0,0,7244,7244
1805,"1171805","Lamego",7500,5000,0,0,0,7244,7244
1704,"1171704","Mesão Frio",7500,5000,0,0,0,7244,7244
1807,"1171807","Moimenta da Beira",7500,5000,0,0,0,7244,7244
1812,"1171812","Penedono",7500,5000,0,0,0,7244,7244
1708,"1171708","Peso da Régua",7500,5000,0,0,0,7244,7244
1710,"1171710","Sabrosa",7500,5000,0,0,0,7244,7244
1711,"1171711","Santa Marta de Penaguião",7500,5000,0,0,0,7244,7244
1815,"1171815","São João da Pesqueira",7500,5000,0,0,0,7244,7244
1818,"1171818","Sernancelhe",7500,5000,0,0,0,7244,7244
1819,"1171819","Tabuaço",7500,5000,0,0,0,7244,7244
1820,"1171820","Tarouca",7500,5000,0,0,0,7244,7244
409,"1170409","Torre de Moncorvo",7500,5000,0,0,0,7244,7244
410,"1170410","Vila Flor",7500,5000,0,0,0,7244,7244
914,"1170914","Vila Nova de Foz Côa",7500,5000,0,0,0,7244,7244
1714,"1171714","Vila Real",7500,5000,0,0,0,7244,7244
401,"1180401","Alfândega da Fé",7500,5000,0,0,0,7244,7244
1702,"1181702","Boticas",7500,5000,0,0,0,7244,7244
402,"1180402","Bragança",7500,5000,0,0,0,7244,7244
1703,"1181703","Chaves",7500,5000,0,0,0,7244,7244
405,"1180405","Macedo de Cavaleiros",7500,5000,0,0,0,7244,7244
406,"1180406","Miranda do Douro",7500,5000,0,0,0,7244,7244
407,"1180407","Mirandela",7500,5000,0,0,0,7244,7244
408,"1180408","Mogadouro",7500,5000,0,0,0,7244,7244
1706,"1181706","Montalegre",7500,5000,0,0,0,7244,7244
1707,"1181707","Murça",7500,5000,0,0,0,7244,7244
1712,"1181712","Valpaços",7500,5000,0,0,0,7244,7244
1713,"1181713","Vila Pouca de Aguiar",7500,5000,0,0,0,7244,7244
411,"1180411","Vimioso",7500,5000,0,0,0,7244,7244
